_id,name,stockCode,__v,age,createdAt,degree,description,gender,group,is13NPCMember,isCCPMember,lastUpdated,salary,stockAmount,stockName,title,updatedAt,sentence,subSentence,tinySentence,keyword,positionStart,positionEnd,job,jobStart,jobEnd
5f6661b6ade9005a1eeb6e42,郑毅,600562,0,,1600545206527,本科,"郑毅,男,本科学历,高级工程师,历任中国电子科技集团公司第十四研究所国际合作部副部长、发展部国合部联合党支部书记,现任南京国睿防务系统有限公司副总经理。",男,manager,,,1595376000000,0,0,国睿科技,副总经理,1608515488801,"郑毅,男,本科学历,高级工程师,历任中国电子科技集团公司第十四研究所国际合作部副部长、发展部国合部联合党支部书记,现任南京国睿防务系统有限公司副总经理",历任中国电子科技集团公司第十四研究所国际合作部副部长、发展部国合部联合党支部书记,发展部国合部联合党支部书记,党支部,8,11,书记,11,13
5f66617fade9005a1eeb62a6,解长青,600552,0,37,1600545151863,本科,"解长青,男,1983年生,中共党员,本科。曾任中国建筑材料集团公司投资发展部业务主管、业务经理,中建材玻璃公司投资发展部常务副总经理、总经理。现任凯盛科技集团有限公司投资发展部总经理,凯盛科技股份有限公司第六届董事会董事。",男,board,,1,1548201600000,0,289700,凯盛科技,董事,1600545151863,"解长青,男,1983年生,中共党员,本科",中共党员,中共党员,中共,0,2,党员,2,4
5f666171ade9005a1eeb6000,张庆元,600550,0,47,1600545137371,博士,"张庆元,男,1973年10月出生,汉族,中国共产党党员,研究生学历,南开大学经济学博士。现任南开大学金融学院副教授,金融学专业硕士生导师,发展中心副主任。2005年至今在南开大学经济学院和金融学院任教。",男,board,,1,1566604800000,0,0,保变电气,独立董事,1608515420758,"张庆元,男,1973年10月出生,汉族,中国共产党党员,研究生学历,南开大学经济学博士",中国共产党党员,中国共产党党员,共产党,2,5,党员,5,7
5f6661dcade9005a1eeb769e,曹树卫,600569,0,44,1600545243986,博士,"曹树卫,男,1976年5月出生,河南安阳人,中共党员,研究生学历,工学博士,博士后,教授级高级工程师。1999年7月进入安钢,历任安钢第一炼轧厂调度长、技术中心科长、副主任、生产管理处副处长,现任安阳钢铁股份有限公司第二炼轧厂厂长。",男,manager,,1,1590796800000,308100,10300,安阳钢铁,副经理,1608515515262,"曹树卫,男,1976年5月出生,河南安阳人,中共党员,研究生学历,工学博士,博士后,教授级高级工程师",中共党员,中共党员,中共,0,2,党员,2,4
5f666179ade9005a1eeb61ad,潘振球,600551,0,56,1600545145341,本科,"潘振球,男,1964年8月出生,汉族,双学士(理学学士、经济学学士),时代出版传媒股份有限公司监事会主席。历任武警安徽省总队第四支队医院主管检验师,安徽省委宣传部理论处副主任科员、主任科员,安徽省委宣传部文化事业发展处副调研员,安徽省文化发展改革办公室副主任、调研员,安徽出版集团有限责任公司、安徽新华发行(集团)控股有限责任公司监事会主席。2001年、2004年、2005年被评为“优秀共产党员”。",男,supervisoryCommittee,,1,1490227200000,462800,0,时代出版,监事会主席,1608515430133,"历任武警安徽省总队第四支队医院主管检验师,安徽省委宣传部理论处副主任科员、主任科员,安徽省委宣传部文化事业发展处副调研员,安徽省文化发展改革办公室副主任、调研员,安徽出版集团有限责任公司、安徽新华发行(集团)控股有限责任公司监事会主席",安徽省委宣传部文化事业发展处副调研员,安徽省委宣传部文化事业发展处副调研员,省委,2,4,员,17,18
5f666179ade9005a1eeb61e5,韩进,600551,0,58,1600545145739,硕士,"韩进,男,1962 年 12 月出生,汉族,中共党员,文学硕士,编审,公司党委委员、副总经理兼出版业务部主任、审读委员会主任,安徽省出版工作者协会副秘书长.历任安徽桐城高级职业中学教师、安徽少年儿童出版社室主任、副总编、安徽出版集团有限责任公司党群工作部主任、出版业务部主任,2004年享受安徽省人民政府特殊津贴,2005年获安徽省""十佳出版工作者"",2006年获安徽省""学术学科技术带头人"",2007 年入选安徽省宣传文化系统""六个一批""拔尖人才,2007年获""全国新闻出版行业领军人才"".",男,manager,,1,1448841600000,484800,0,时代出版,副总经理,1608515430531,"韩进,男,1962 年 12 月出生,汉族,中共党员,文学硕士,编审,公司党委委员、副总经理兼出版业务部主任、审读委员会主任,安徽省出版工作者协会副秘书长.历任安徽桐城高级职业中学教师、安徽少年儿童出版社室主任、副总编、安徽出版集团有限责任公司党群工作部主任、出版业务部主任,2004年享受安徽省人民政府特殊津贴,2005年获安徽省""十佳出版工作者"",2006年获安徽省""学术学科技术带头人"",2007 年入选安徽省宣传文化系统""六个一批""拔尖人才,2007年获""全国新闻出版行业领军人才"".",中共党员,中共党员,中共,0,2,党员,2,4
5f666179ade9005a1eeb61e5,韩进,600551,0,58,1600545145739,硕士,"韩进,男,1962 年 12 月出生,汉族,中共党员,文学硕士,编审,公司党委委员、副总经理兼出版业务部主任、审读委员会主任,安徽省出版工作者协会副秘书长.历任安徽桐城高级职业中学教师、安徽少年儿童出版社室主任、副总编、安徽出版集团有限责任公司党群工作部主任、出版业务部主任,2004年享受安徽省人民政府特殊津贴,2005年获安徽省""十佳出版工作者"",2006年获安徽省""学术学科技术带头人"",2007 年入选安徽省宣传文化系统""六个一批""拔尖人才,2007年获""全国新闻出版行业领军人才"".",男,manager,,1,1448841600000,484800,0,时代出版,副总经理,1608515430531,"韩进,男,1962 年 12 月出生,汉族,中共党员,文学硕士,编审,公司党委委员、副总经理兼出版业务部主任、审读委员会主任,安徽省出版工作者协会副秘书长.历任安徽桐城高级职业中学教师、安徽少年儿童出版社室主任、副总编、安徽出版集团有限责任公司党群工作部主任、出版业务部主任,2004年享受安徽省人民政府特殊津贴,2005年获安徽省""十佳出版工作者"",2006年获安徽省""学术学科技术带头人"",2007 年入选安徽省宣传文化系统""六个一批""拔尖人才,2007年获""全国新闻出版行业领军人才"".",公司党委委员、副总经理兼出版业务部主任、审读委员会主任,公司党委委员,党委,2,4,委员,4,6
5f666179ade9005a1eeb61f4,包云鸠,600551,0,57,1600545145814,硕士,"包云鸠,男,1963年3月出生,汉族,中共党员,文学学士,研究生课程进修班,编审,公司董事、国际合作部主任、北京出版中心副主任.历任安徽教育出版社副社长,北京马头墙文化传播有限责任公司总经理,安徽出版集团有限责任公司国际合作部副主任、驻京办主任,公司总经理办公室主任.",男,manager,,1,1448841600000,466300,0,时代出版,副总经理,1608515430607,"包云鸠,男,1963年3月出生,汉族,中共党员,文学学士,研究生课程进修班,编审,公司董事、国际合作部主任、北京出版中心副主任.历任安徽教育出版社副社长,北京马头墙文化传播有限责任公司总经理,安徽出版集团有限责任公司国际合作部副主任、驻京办主任,公司总经理办公室主任.",中共党员,中共党员,中共,0,2,党员,2,4
5f66619cade9005a1eeb6924,王占刚,600559,0,48,1600545180474,硕士,"王占刚,男,汉族,1972年8月9日生,中共党员,北京大学工商管理硕士,原籍河北省深州市。1995年7月在衡水老白干酒厂销售公司参加工作,2000年3月17日至2001年4月17日任公司销售公司区域经理;2001年4月至2007年8月任公司销售公司总经理;2006年1月至2013年11月20日任公司副总经理;2007年8月至2013年10月兼任衡水老白干营销有限公司总经理。2013年10月至今任河北衡水老白干酿酒(集团)有限公司董事、党委委员。2013年11月20日至今任河北衡水老白干酒业股份有限公司副董事长、总经理兼任衡水老白干营销有限公司董事长。曾先后获得全国轻工行业“劳动模范”、“河北青年五四奖章”、河北“百名青年风尚人物”、河北酒业十大金牌职业经理人”“河北品牌建设领军人物”、第四届中国金爵奖“中国酒业重构期领军人物”等荣誉称号。",男,manager,,1,1589587200000,280000,0,老白干酒,总经理,1608515476573,"王占刚,男,汉族,1972年8月9日生,中共党员,北京大学工商管理硕士,原籍河北省深州市",中共党员,中共党员,中共,0,2,党员,2,4
5f66619cade9005a1eeb6924,王占刚,600559,0,48,1600545180474,硕士,"王占刚,男,汉族,1972年8月9日生,中共党员,北京大学工商管理硕士,原籍河北省深州市。1995年7月在衡水老白干酒厂销售公司参加工作,2000年3月17日至2001年4月17日任公司销售公司区域经理;2001年4月至2007年8月任公司销售公司总经理;2006年1月至2013年11月20日任公司副总经理;2007年8月至2013年10月兼任衡水老白干营销有限公司总经理。2013年10月至今任河北衡水老白干酿酒(集团)有限公司董事、党委委员。2013年11月20日至今任河北衡水老白干酒业股份有限公司副董事长、总经理兼任衡水老白干营销有限公司董事长。曾先后获得全国轻工行业“劳动模范”、“河北青年五四奖章”、河北“百名青年风尚人物”、河北酒业十大金牌职业经理人”“河北品牌建设领军人物”、第四届中国金爵奖“中国酒业重构期领军人物”等荣誉称号。",男,manager,,1,1589587200000,280000,0,老白干酒,总经理,1608515476573,2013年10月至今任河北衡水老白干酿酒(集团)有限公司董事、党委委员,2013年10月至今任河北衡水老白干酿酒(集团)有限公司董事、党委委员,党委委员,党委,0,2,委员,2,4
