雪龙集团,603949,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),562,-- ,562,--,1.57%
其中：西南,1570,-- ,1570,--,4.38%
其中：华中,2131,-- ,2131,--,5.94%
内销,17504,-- ,17504,--,48.8%
其中：华北,299,-- ,299,--,0.83%
其中：东北,3883,-- ,3883,--,10.82%
其中：西北,65,-- ,65,--,0.18%
其中：华南,2270,-- ,2270,--,6.33%
外销,302,-- ,302,--,0.84%
其中：华东,7286,-- ,7286,--,20.31%

雪龙集团,603949,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其中：华东,12656,-- ,12656,--,20.29%
内销,30434,-- ,30434,--,48.8%
外销,635,-- ,635,--,1.02%
其中：华北,491,-- ,491,--,0.79%
其中：东北,6809,-- ,6809,--,10.92%
其他(补充),858,-- ,858,--,1.38%
其中：西南,2776,-- ,2776,--,4.45%
其中：华中,3537,-- ,3537,--,5.67%
其中：西北,51,-- ,51,--,0.08%
其中：华南,4114,-- ,4114,--,6.6%

雪龙集团,603949,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其中：华东,13608,-- ,13608,--,19.82%
其他(补充),1835,-- ,1835,--,2.67%
其中：西南,2246,-- ,2246,--,3.27%
其中：华中,3049,-- ,3049,--,4.44%
内销,33113,-- ,33113,--,48.22%
其中：西北,42,-- ,42,--,0.06%
其中：华南,4296,-- ,4296,--,6.26%
外销,606,-- ,606,--,0.88%
其中：华北,1125,-- ,1125,--,1.64%
其中：东北,8746,-- ,8746,--,12.74%

雪龙集团,603949,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其中：东北,6795,-- ,6795,--,12.35%
外销,602,-- ,602,--,1.09%
其中：华北,2342,-- ,2342,--,4.26%
其中：西北,41,-- ,41,--,0.07%
其中：华南,2887,-- ,2887,--,5.25%
其中：华东,11025,-- ,11025,--,20.04%
其中：西南,725,-- ,725,--,1.32%
其中：华中,2798,-- ,2798,--,5.09%
内销,26613,-- ,26613,--,48.37%
其他(补充),1194,-- ,1194,--,2.17%

